naic_product,sic_industry,sic_product,sic_title
339993,3965,3965,"Fasteners, buttons, needles, and pins"
339993P,NA,3965P,Primary products
3399931,NA,39651,"Buttons and parts, except for precious or semiprecious metals and stones"
3399934,NA,39654,Zippers and slide fasteners
3399936,NA,39656,"Needles, pins, fasteners, and similar notions"
339993SM,NA,3965SM,Secondary products and miscellaneous receipts
339993M,NA,3965M,Miscellaneous receipts
NA,NA,3965Z89,Resales
339993S,NA,3965S,Secondary products
NA,NA,3965SS,Secondary products
339994,3991,3991,Brooms and brushes
339994P,NA,3991P,Primary products
3399941,NA,39911,Brooms
3399943,NA,39912,Paint and varnish brushes and rollers
NA,NA,3991211,"Whitewash, paint, varnish, paperhanging, marking, and stenciling brushes"
NA,NA,3991212,"Paint rollers, roller frames, replacement rollers, and paint pads"
3399945,NA,39913,Other brushes
NA,NA,3991311,Personal brushes
NA,NA,3991336,"Other brushes, including household, industrial and artists'"
339994SM,NA,3991SM,Secondary products and miscellaneous receipts
339994M,NA,3991M,Miscellaneous receipts
339994S,NA,3991S,Secondary products
339950,3993,3993,Signs and advertising displays
339950P,NA,3993P,Primary products
3399501,NA,39931,Electric signs
339950101,NA,3993101,Luminous tubing signs
339950102,NA,3993102,Fluorescent signs
339950105,NA,3993105,Incandescent bulb electric signs and other electric signs
3399502,NA,39932,Non-electric signs
339950211,NA,3993211,Metal signs and displays
339950213,NA,3993213,Other non-electric signs
339950215,NA,3993215,Wood signs and displays
3399503,NA,39933,Advertising specialties
339950SM,NA,3993SM,Secondary products and miscellaneous receipts
339950M,NA,3993M,Miscellaneous receipts
339950S,NA,3993S,Secondary products
339995,3995,3995,Burial caskets
339995P,NA,3995P,Primary products
3399951,NA,39951,"Metal caskets and coffins, completely lined and trimmed, adult sizes only"
339995113,NA,3995113,Steel caskets and coffins (excluding stainless steel)
339995115,NA,3995115,"Other metal caskets and coffins (stainless steel, bronze, copper, etc.)"
3399952,NA,39952,"Wood caskets and coffins, completely lined and trimmed, adult sizes only"
339995211,NA,3995211,"Cloth covered, softwood"
339995252,NA,3995252,Hardwood
3399953,NA,39953,Other caskets and coffins and metal vaults
339995311,NA,3995311,"Caskets, other than metal or wood, lined and trimmed, plus all children's sizes"
339995331,NA,3995331,"Metal casket shells, KD and SU, unlined or untrimmed"
339995358,NA,3995358,"Casket shells, other than metal, KD and SU, unlined or untrimmed"
339995393,NA,3995393,"Burial vaults, except concrete, burial boxes, and casket shipping containers"
339995SM,NA,3995SM,Secondary products and miscellaneous receipts
339995M,NA,3995M,Miscellaneous receipts
339995S,NA,3995S,Secondary products
326192,3996,3996,Hard surface floor coverings
326192P,NA,3996P,Primary products
3261921,NA,39961,Hard surface floor coverings
326192SM,NA,3996SM,Secondary products and miscellaneous receipts
326192M,NA,3996M,Miscellaneous receipts
326192S,NA,3996S,Secondary products
339999,3999,3999,"Manufacturing industries, nec"
339999P,NA,3999P,Primary products
3399991,NA,39991,Chemical fire extinguishing equipment and parts
3399993,NA,39992,Coin operated amusement machines
NA,NA,39993,Matches
3399995,NA,39994,Candles
3399997,NA,39997,"Umbrellas, parasols, and canes"
3399999,NA,39998,"Feathers, plumes, and artificial trees and flowers"
339999H,NA,39999,"Miscellaneous fabricated products, nec"
339999SM,NA,3999SM,Secondary products and miscellaneous receipts
339999M,NA,3999M,Miscellaneous receipts
NA,NA,3999Z89,Resales
339999S,NA,3999S,Secondary products
NA,NA,3999SS,Secondary products
482111,4011,4011,"Railroads, line-haul operating"
482111P,NA,4011P,Primary products and services
482111X,NA,4011X,Freight transportation (Non-TOFC/TOFC)
4821111,NA,40111,Non-trailer on flatcar shipments (Non-TOFC)
482111A01,NA,4011A01,Farm products
482111A02,NA,4011A02,Metallic ores
482111A03,NA,4011A03,Coal
482111A04,NA,4011A04,Non-metallic minerals
482111A05,NA,4011A05,Food products
482111A06,NA,4011A06,Lumber and wood products
482111A07,NA,4011A07,"Pulp, paper, and allied products"
482111A08,NA,4011A08,Chemicals and allied products
482111A09,NA,4011A09,Petroleum and coal products
482111B01,NA,4011B01,"Stone, clay, glass, and concrete products"
482111B02,NA,4011B02,Primary metal products
482111B03,NA,4011B03,Transportation equipment
482111B04,NA,4011B04,All other shipments
4821112,NA,40112,Trailer on flatcar shipments(TOFC)
4821113,NA,40113,Passenger transportation
482111301,NA,4011301,First class
482111303,NA,4011303,Coach
482111305,NA,4011305,"Coach, discount"
482111SM,NA,4011SM,Other receipts
NA,4212,4212,Local trucking without storage
NA,NA,4212P,Primary services
484110P,NA,42121,General freight trucking
562111P,NA,42122,Waste collection
484220P,NA,42123,Dump trucking
NA,NA,42124,Other local trucking without storage
NA,NA,4212SM,Other receipts
NA,4213,4213,"Trucking, except local"
NA,NA,4213P,Primary services
4842102,NA,42132,Household goods moving
NA,NA,42133,General freight trucking
484122P,NA,4213311,Less than truckload
484121P,NA,4213312,Truckload
484230P,NA,42136,"Other trucking, except local"
NA,NA,4213SM,Other receipts
NA,4214,4214,Local trucking with storage
NA,NA,4214P,Primary services
NA,NA,42142,Household goods moving
NA,NA,42143,Other local trucking with storage
NA,NA,4214SM,Other receipts
NA,4215,4215,"Courier services, except by air"
NA,NA,4215P,Primary services
492210P,NA,42151,Local courier services
4921101,NA,42152,"Hub and spoke, intercity courier services"
NA,NA,4215SM,Other receipts
493130,4221,4221,Farm product warehousing and storage
493130P,NA,4221P,Primary services
4931303,NA,42213,"Warehousing and storage of cotton, wool, and mohair"
4931304,NA,42214,Warehousing and storage of other farm products
493130SM,NA,4221SM,Other receipts
493120,4222,4222,Refrigerated warehousing and storage
493120P,NA,4222P,Primary services
4931202,NA,42222,Commodities in cold storage
493120201,NA,4222201,"Fruits, including frozen juices"
493120202,NA,4222202,"Vegetables, including potatoes"
493120203,NA,4222203,"Meat, poultry, and fish"
493120206,NA,4222206,Prepared foods
493120209,NA,4222209,Other commodities in cold storage
4931203,NA,42223,Storage related services
493120SM,NA,4222SM,Other receipts
NA,4225,4225,General warehousing and storage
NA,NA,4225P,Primary services
493110P,NA,42251,General warehousing and storage of goods
531130P,NA,42252,Self-storage
NA,NA,4225SM,Other receipts
491110,4311,4311,United States Postal Service
491110P,NA,4311P,Primary services
4911101,NA,43111,First class mail
491110111,NA,4311111,Letter mail
491110112,NA,4311112,Post cards
491110113,NA,4311113,Priority mail
4911102,NA,43112,Periodicals (second class mail)
491110211,NA,4311211,In county mail
491110212,NA,4311212,Regular rate mail
491110213,NA,4311213,Nonprofit rate mail
491110214,NA,4311214,Classroom rate mail
491110299,NA,4311299,Periodical mailing fees
4911103,NA,43113,Standard class A (third class mail)
491110312,NA,4311312,Regular bulk mail
491110313,NA,4311313,Nonprofit bulk mail
491110399,NA,4311399,Standard class A mailing fees
4911104,NA,43114,Standard class B (fourth class mail)
491110411,NA,4311411,Parcel post
491110412,NA,4311412,Bound printed matter
491110413,NA,4311413,Special rate mail
491110414,NA,4311414,Library rate mail
4911105,NA,43115,International mail
491110511,NA,4311511,International air mail
491110512,NA,4311512,International surface mail
491110513,NA,4311513,Terminal dues and transit fees
4911106,NA,43116,Special services and fees
491110611,NA,4311611,Special services
491110612,NA,4311612,Domestic mail fees
491110613,NA,4311613,Other services and fees
491110912,NA,4311912,Express mail
491110913,NA,4311913,Mailgram service
483111,4412,4412,Deep sea foreign transportation of freight
483111P,NA,4412P,Primary services
NA,NA,44121,Inbound services
NA,NA,44122,Outbound services
NA,NA,44123,Foreign-to-foreign services
483111SM,NA,4412SM,Other receipts
NA,4424,4424,Deep sea domestic transportation of freight
NA,NA,4424P,Primary services
NA,NA,44244,Deep sea domestic transportation of freight
NA,NA,4424SM,Other receipts
NA,NA,4424S,Secondary services
NA,4432,4432,Freight transportation on the Great Lakes/St. Lawrence Seaway
4831132,NA,4432P,Primary services
NA,NA,44323,Freight transportation on the Great Lakes/St. Lawrence Seaway
483211,4449,4449,"Water transportation of freight, nec"
483211P,NA,4449P,Primary services
NA,NA,44491,Mississippi River transportation
NA,NA,4449141,Coal
NA,NA,4449151,Refined petroleum products
NA,NA,4449171,Other Mississippi River transportation
NA,NA,44499,"Atlantic inland,Pacific inland, and other water transportation of freight,nec"
NA,NA,4449SM,Other receipts
NA,NA,4449S,Secondary services
488320,4491,4491,Marine cargo handling
488320P,NA,4491P,Primary services
4883203,NA,44913,Stevedoring services
488320301,NA,4491301,Containers
488320307,NA,4491307,Other stevedoring services
4883104,NA,44914,Wharfage
4883107,NA,44917,Other marine cargo handling services
488320SM,NA,4491SM,Other receipts
488330,4492,4492,Tugging and towing services
488330P,NA,4492P,Primary services
4883303,NA,44923,Vessel docking and undocking services
4883304,NA,44924,Other tugging and towing services
488330SM,NA,4492SM,Other receipts
481111,4512,4512,"Air transportation, scheduled"
NA,NA,4512P,Primary services
481112P,NA,45121,Scheduled air cargo transportation
4811121,NA,4512111,Property
4811122,NA,4512112,Mail
481111P,NA,45122,Scheduled air passenger transportation
4811111,NA,4512211,Domestic
481111101,NA,451221106,"First class, including business"
481111102,NA,451221107,Coach
4811112,NA,4512212,International
481111SM,NA,4512SM,Other receipts
NA,NA,4512S,Secondary services
NA,4513,4513,Air courier services
4921102,NA,4513P,Primary services
492110201,NA,45132,Domestic air courier services
492110202,NA,45133,International air courier services
NA,NA,4513S,Secondary services
481210,4522,4522,"Air transportation, nonscheduled"
NA,NA,4522P,Primary services
481210P,NA,45225,"Passenger and freight charter, including air taxi"
NA,NA,45226,Air ambulance
NA,NA,45227,Air sightseeing and other services
481210SM,NA,4522SM,Other receipts
NA,4581,4581,"Airports, flying fields, and airport terminal services"
NA,NA,4581P,Primary services
488119P,NA,45811,Services provided by airports
4881191,NA,458111111,Lease space for concessions
4881192,NA,458111112,Services rendered to air passenger and cargo carriers
4881193,NA,458111113,Other airport services
488190P,NA,45812,Aircraft services
4881901,NA,4581211,Fuels and lubricants
4881902,NA,4581212,Aircraft maintenance and repair
4881903,NA,4581213,"Ramp service, aircraft parking, tiedown and storage"
4881904,NA,4581214,Other aircraft services
488119SM,NA,4581SM,Other receipts
486110,4612,4612,Crude petroleum pipelines
486110P,NA,4612P,Primary services
4861103,NA,46123,Pipeline transportation of crude petroleum
486110311,NA,4612311,Trans-Alaskan Pipeline System transportation
486110312,NA,4612312,"Pipeline transportation of crude petroleum, except on the TAPS"
486110SM,NA,4612SM,Other receipts
486910,4613,4613,Refined petroleum pipelines
486910P,NA,4613P,Primary services
4869101,NA,46131,Pipeline transportation of refined petroleum products
486910SM,NA,4613SM,Other receipts
561510,4724,4724,Travel agencies
561510P,NA,4724P,Primary services
5615101,NA,47241,Airline arrangements
561510111,NA,4724111,Domestic flights
56151011101,NA,472411101,Business domestic airline bookings
56151011102,NA,472411102,Leisure domestic airline bookings
561510112,NA,4724112,International flights
56151011201,NA,472411201,Business international airline bookings
56151011202,NA,472411202,Leisure international airline bookings
5615102,NA,47242,"Other travel arrangements, except airline"
561510211,NA,4724211,Hotel and car rental bookings
561510222,NA,4724222,Cruise and tour bookings
561510233,NA,4724233,Other travel arrangements and service fees
561510SM,NA,4724SM,Other receipts
NA,NA,4724S,Secondary services
488510,4731,4731,Freight transportation arrangement
488510P,NA,4731P,Primary services
4885101,NA,47311,Freight forwarding
4885102,NA,47312,Arrangement of freight and cargo nec
488510SM,NA,4731SM,Other receipts
517212,4812,4812,Wireless telecommunications
NA,NA,4812P,Primary services
517212P,NA,48121,Cellular and other wireless voice grade services
517211P,NA,48122,Paging services
517110,4813,4813,"Telephone communications, except radiotelephone"
517110P,NA,4813P,Primary products
5171101,NA,48131,"Local service, except private lines"
517110111,NA,4813111,Residence local service
517110112,NA,4813112,Business local service
517110113,NA,4813113,Coin local service
NA,NA,4813114,Other local service
517110114,NA,481311401,Directory assistance
NA,NA,481311409,"Other local service, except directory assistance"
5171102,NA,48132,Public switched toll service
51711021,NA,481321,Residence switched toll service
517110211,NA,4813211,Intrastate residence switched toll service
517110212,NA,4813212,Interstate residence switched toll service
517110213,NA,4813213,International residence switched toll service
51711022,NA,481322,Business switched toll service
517110221,NA,4813221,Business switched access toll service
5171102211,NA,48132211,Outbound business switched access toll service
51711022111,NA,481322111,"Intrastate business switched access toll service, outbound"
51711022112,NA,481322112,"Interstate business switched access toll service, outbound"
51711022113,NA,481322113,"International business switched access toll service, outbound"
5171102212,NA,48132212,Inbound business switched access toll service
51711022121,NA,481322121,"Intrastate business switched access toll service, inbound"
51711022122,NA,481322122,"Interstate business switched access toll service, inbound"
51711022123,NA,481322123,"International business switched access toll service, inbound"
517110222,NA,4813222,"Business special access switched toll service, except private lines"
5171102221,NA,48132221,Outbound business special access switched toll service
51711022211,NA,481322211,"Intrastate business special access switched toll service, outbound"
51711022212,NA,481322212,"Interstate business special access switched toll service, outbound"
51711022213,NA,481322213,"International business special access switched toll service, outbound"
5171102222,NA,48132222,Inbound business special access switched toll service
51711022221,NA,481322221,"Intrastate business special access switched toll service, inbound"
51711022222,NA,481322222,"Interstate business special access switched toll service, inbound"
51711022223,NA,481322223,"International business special access switched toll service, inbound"
51711029,NA,481329,Other toll service
5171103,NA,48133,Private line service
51711031,NA,481331,Intrastate private line service
NA,NA,4813311,LEC intrastate private line service
51711032,NA,481332,Interstate private line service
5171109,NA,48139,Other telephone services
NA,NA,481391,Directory advertising
NA,NA,481399,Other telephone services
515112,4832,4832,Radio broadcasting
NA,NA,4832P,Primary services
515112P,NA,48321,Local station time sales
515112101,NA,4832102,Local advertising
515112102,NA,4832104,National and regional advertising
5151111,NA,48323,Network time sales
5151112,NA,48324,Other radio services (including sale of programming)
515112SM,NA,4832SM,Other receipts
515120,4833,4833,Television broadcasting stations
515120P,NA,4833P,Primary services
5151201,NA,48331,Local television station services
515120101,NA,4833101,Television station advertising sales
515120102,NA,4833102,Network television affiliate services
5151202,NA,48332,Network television and national syndication services
515120SM,NA,4833SM,Other receipts
NA,4841,4841,Cable and other pay television services
NA,NA,4841P,Primary services
5175101,NA,48411,Cable and satellite subscriber services
NA,NA,48412,Cable advertising services
5175102,NA,4841201,Local cable system advertising services
5152101,NA,4841202,Cable network advertising services
5152102,NA,48413,Cable network affiliate services
NA,NA,4841SM,Other receipts
NA,4981,4981,Electric power and natural gas utilities
NA,NA,4981P,Primary products
221122P,NA,49811,Electric power
NA,NA,49811A,Sales to ultimate consumers
22112241,NA,498111,Residential
221122411,NA,4981111,New England
NA,NA,498111131,Investor owned utilities
NA,NA,498111141,Non-investor owned utilities
221122412,NA,4981112,Middle Atlantic
NA,NA,498111231,Investor owned utilities
NA,NA,498111241,Non-investor owned utilities
221122413,NA,4981113,East North Central
NA,NA,498111331,Investor owned utilities
NA,NA,498111341,Non-investor owned utilities
221122414,NA,4981114,West North Central
NA,NA,498111431,Investor owned utilities
NA,NA,498111441,Non-investor owned utilities
221122415,NA,4981115,South Atlantic
NA,NA,498111531,Investor owned utilities
NA,NA,498111541,Non-investor owned utilities
221122416,NA,4981116,East South Central
NA,NA,498111631,Investor owned utilities
NA,NA,498111641,Non-investor owned utilities
221122417,NA,4981117,West South Central
NA,NA,498111731,Investor owned utilities
NA,NA,498111741,Non-investor owned utilities
221122418,NA,4981118,Mountain
NA,NA,498111831,Investor owned utilities
NA,NA,498111841,Non-investor owned utilities
221122419,NA,4981119,Pacific
NA,NA,498111931,Investor owned utilities
NA,NA,498111941,Non-investor owned utilities
22112242,NA,498112,Commercial
221122421,NA,4981121,New England
NA,NA,498112131,Investor owned utilities
NA,NA,498112141,Non-investor owned utilities
221122422,NA,4981122,Middle Atlantic
NA,NA,498112231,Investor owned utilities
NA,NA,498112241,Non-investor owned utilities
221122423,NA,4981123,East North Central
NA,NA,498112331,Investor owned utilities
NA,NA,498112341,Non-investor owned utilities
221122424,NA,4981124,West North Central
NA,NA,498112431,Investor owned utilities
NA,NA,498112441,Non-investor owned utilities
221122425,NA,4981125,South Atlantic
NA,NA,498112531,Investor owned utilities
NA,NA,498112541,Non-investor owned utilities
221122426,NA,4981126,East South Central
NA,NA,498112631,Investor owned utilities
NA,NA,498112641,Non-investor owned utilities
221122427,NA,4981127,West South Central
NA,NA,498112731,Investor owned utilities
NA,NA,498112741,Non-investor owned utilities
221122428,NA,4981128,Mountain
NA,NA,498112831,Investor owned utilities
NA,NA,498112841,Non-investor owned utilities
221122429,NA,4981129,Pacific
NA,NA,498112931,Investor owned utilities
NA,NA,498112941,Non-investor owned utilities
22112243,NA,498113,Industrial
221122431,NA,4981131,New England
NA,NA,498113131,Investor owned utilities
NA,NA,498113141,Non-investor owned utilities
221122432,NA,4981132,Middle Atlantic
NA,NA,498113231,Investor owned utilities
NA,NA,498113241,Non-investor owned utilities
221122433,NA,4981133,East North Central
NA,NA,498113331,Investor owned utilities
NA,NA,498113341,Non-investor owned utilities
221122434,NA,4981134,West North Central
NA,NA,498113431,Investor owned utilities
NA,NA,498113441,Non-investor owned utilities
221122435,NA,4981135,South Atlantic
NA,NA,498113531,Investor owned utilities
NA,NA,498113541,Non-investor owned utilities
221122436,NA,4981136,East South Central
NA,NA,498113631,Investor owned utilities
NA,NA,498113641,Non-investor owned utilities
221122437,NA,4981137,West South Central
NA,NA,498113731,Investor owned utilities
NA,NA,498113741,Non-investor owned utilities
221122438,NA,4981138,Mountain
NA,NA,498113831,Investor owned utilities
NA,NA,498113841,Non-investor owned utilities
221122439,NA,4981139,Pacific
NA,NA,498113931,Investor owned utilities
NA,NA,498113941,Non-investor owned utilities
22112244,NA,498114,Other ultimate consumers
NA,NA,4981141,New England
NA,NA,498114131,Investor owned utilities
NA,NA,498114141,Non-investor owned utilities
NA,NA,4981142,Middle Atlantic
NA,NA,498114231,Investor owned utilities
NA,NA,498114241,Non-investor owned utilities
NA,NA,4981143,East North Central
NA,NA,498114331,Investor owned utilities
NA,NA,498114341,Non-investor owned utilities
NA,NA,4981144,West North Central
NA,NA,498114431,Investor owned utilities
NA,NA,498114441,Non-investor owned utilities
NA,NA,4981145,South Atlantic
NA,NA,498114531,Investor owned utilities
NA,NA,498114541,Non-investor owned utilities
NA,NA,4981146,East South Central
NA,NA,498114631,Investor owned utilities
NA,NA,498114641,Non-investor owned utilities
NA,NA,4981147,West South Central
NA,NA,498114731,Investor owned utilities
NA,NA,498114741,Non-investor owned utilities
NA,NA,4981148,Mountain
NA,NA,498114831,Investor owned utilities
NA,NA,498114841,Non-investor owned utilities
NA,NA,4981149,Pacific
NA,NA,498114931,Investor owned utilities
NA,NA,498114941,Non-investor owned utilities
221210P,NA,49812,Natural gas
22121011,NA,49812A,Sales to ultimate consumers
221210112,NA,498121,Residential
NA,NA,4981211,New England
NA,NA,498121131,Investor owned utilities
NA,NA,4981212,Middle Atlantic
NA,NA,498121231,Investor owned utilities
NA,NA,4981213,East North Central
NA,NA,498121331,Investor owned utilities
NA,NA,4981214,West North Central
NA,NA,498121431,Investor owned utilities
NA,NA,498121441,Non-investor owned utilities
NA,NA,4981215,South Atlantic
NA,NA,498121531,Investor owned utilities
NA,NA,498121541,Non-investor owned utilities
NA,NA,4981216,East South Central
NA,NA,498121631,Investor owned utilities
NA,NA,498121641,Non-investor owned utilities
NA,NA,4981217,West South Central
NA,NA,498121731,Investor owned utilities
NA,NA,498121741,Non-investor owned utilities
NA,NA,4981218,Mountain
NA,NA,498121831,Investor owned utilities
NA,NA,498121841,Non-investor owned utilities
NA,NA,4981219,Pacific
NA,NA,498121931,Investor owned utilities
221210113,NA,498122,Commercial
NA,NA,4981221,New England
NA,NA,498122131,Investor owned utilities
NA,NA,4981222,Middle Atlantic
NA,NA,498122231,Investor owned utilities
NA,NA,4981223,East North Central
NA,NA,498122331,Investor owned utilities
NA,NA,498122341,Non-investor owned utilities
NA,NA,4981224,West North Central
NA,NA,498122431,Investor owned utilities
NA,NA,498122441,Non-investor owned utilities
NA,NA,4981225,South Atlantic
NA,NA,498122531,Investor owned utilities
NA,NA,498122541,Non-investor owned utilities
NA,NA,4981226,East South Central
NA,NA,498122631,Investor owned utilities
NA,NA,498122641,Non-investor owned utilities
NA,NA,4981227,West South Central
NA,NA,498122731,Investor owned utilities
NA,NA,498122741,Non-investor owned utilities
NA,NA,4981228,Mountain
NA,NA,498122831,Investor owned utilities
NA,NA,498122841,Non-investor owned utilities
NA,NA,4981229,Pacific
NA,NA,498122931,Investor owned utilities
221210114,NA,498123,Industrial
NA,NA,4981231,New England
NA,NA,498123131,Investor owned utilities
NA,NA,4981232,Middle Atlantic
NA,NA,498123231,Investor owned utilities
NA,NA,4981233,East North Central
NA,NA,498123331,Investor owned utilities
NA,NA,4981234,West North Central
NA,NA,498123431,Investor owned utilities
NA,NA,498123441,Non-investor owned utilities
NA,NA,4981235,South Atlantic
NA,NA,498123531,Investor owned utilities
NA,NA,498123541,Non-investor owned utilities
NA,NA,4981236,East South Central
NA,NA,498123631,Investor owned utilities
NA,NA,498123641,Non-investor owned utilities
NA,NA,4981237,West South Central
NA,NA,498123731,Investor owned utilities
NA,NA,498123741,Non-investor owned utilities
NA,NA,4981238,Mountain
NA,NA,498123831,Investor owned utilities
NA,NA,498123841,Non-investor owned utilities
NA,NA,4981239,Pacific
NA,NA,498123931,Investor owned utilities
NA,NA,498123941,Non-investor owned utilities
221210115,NA,498124,Electric utilities
NA,NA,4981242,Middle Atlantic
NA,NA,498124231,Investor owned utilities
NA,NA,4981243,East North Central
NA,NA,498124331,Investor owned utilities
NA,NA,4981244,West North Central
NA,NA,498124431,Investor owned utilities
NA,NA,498124441,Non-investor owned utilities
NA,NA,4981246,East South Central
NA,NA,4981248,Mountain
NA,NA,4981249,Pacific
NA,NA,498124931,Investor owned utilities
221210116,NA,498125,Other ultimate consumers
NA,NA,4981251,New England
NA,NA,4981252,Middle Atlantic
NA,NA,498125231,Investor owned utilities
NA,NA,4981253,East North Central
NA,NA,498125331,Investor owned utilities
NA,NA,4981254,West North Central
NA,NA,498125431,Investor owned utilities
NA,NA,498125441,Non-investor owned utilities
NA,NA,4981255,South Atlantic
NA,NA,498125531,Investor owned utilities
NA,NA,498125541,Non-investor owned utilities
NA,NA,4981256,East South Central
NA,NA,498125631,Investor owned utilities
NA,NA,498125641,Non-investor utilities
NA,NA,4981257,West South Central
NA,NA,498125731,Investor owned utilities
NA,NA,498125741,Non-investor owned utilities
NA,NA,4981258,Mountain
NA,NA,498125831,Investor owned utilities
NA,NA,498125841,Non-investor owned utilities
NA,NA,4981259,Pacific
NA,NA,498125931,Investor owned utilities
22121012,NA,498126,Delivered to ultimate consumers for the account of others (transportation only)
NA,NA,4981261,Commercial consumer
NA,NA,498126111,Investor owned utilities
221210122,NA,4981262,Industrial consumer
NA,NA,498126211,Investor owned utilities
NA,NA,498126212,Non-investor owned utilities
221210123,NA,4981263,Electric utilities
NA,NA,498126311,Investor owned utilities
NA,NA,4981264,Other consumers
NA,NA,498126411,Investor owned utilities
NA,NA,49813,"Utility products and services, other than distribution and transportation"
221122SM,NA,4981SM,Secondary products and miscellaneous receipts
221122M,NA,4981M,Miscellaneous receipts
221122S,NA,4981S,Secondary products
421930,5093,5093,Scrap and waste materials
421930P,NA,5093P,Primary products
421930A,NA,5093A,Metal scrap
4219301,NA,50931,Ferrous scrap
42193011,NA,509311,Carbon steel scrap
421930111,NA,5093111,Heavy melting scrap
42193011115,NA,509311115,South
42193011116,NA,509311116,West
42193011117,NA,509311117,"Pennsylvania, Middle Atlantic, New England"
42193011118,NA,509311118,North Central
421930112,NA,5093112,Bundles
42193011215,NA,509311215,South
42193011216,NA,509311216,West
42193011217,NA,509311217,"Pennsylvania, Middle Atlantic, New England"
42193011218,NA,509311218,North Central
421930113,NA,5093113,Shredded scrap
42193011315,NA,509311315,South
42193011316,NA,509311316,West
42193011317,NA,509311317,"Pennsylvania, Middle Atlantic, New England"
42193011318,NA,509311318,North Central
421930114,NA,5093114,Cut plate and structural scrap
42193011415,NA,509311415,South
42193011416,NA,509311416,West
42193011417,NA,509311417,"Pennsylvania, Middle Atlantic, New England"
42193011418,NA,509311418,North Central
421930115,NA,5093115,Other carbon steel scrap
42193011515,NA,509311515,South
42193011516,NA,509311516,West
42193011517,NA,509311517,"Pennsylvania, Middle Atlantic, New England"
42193011518,NA,509311518,North Central
42193012,NA,509312,Stainless and alloy steel scrap
42193012115,NA,509312115,South
42193012116,NA,509312116,West
42193012117,NA,509312117,"Pennsylvania, Middle Atlantic, New England"
42193012118,NA,509312118,North Central
42193013,NA,509313,Cast iron scrap
42193013115,NA,509313115,South
42193013116,NA,509313116,West
42193013117,NA,509313117,"Pennsylvania, Middle Atlantic, New England"
42193013118,NA,509313118,North Central
42193014,NA,509314,Other ferrous scrap
42193014115,NA,509314115,South
42193014116,NA,509314116,West
42193014117,NA,509314117,"Pennsylvania, Middle Atlantic, New England"
42193014118,NA,509314118,North Central
4219302,NA,50932,Nonferrous scrap
42193021,NA,509321,Aluminum scrap
421930211,NA,5093211,Aluminum scrap - new
42193021111,NA,509321111,Solids and clippings
42193021112,NA,509321112,Borings and turnings
42193021113,NA,509321113,Other new scrap
421930212,NA,5093212,Aluminum scrap - old
42193021211,NA,509321211,Used cans
42193021212,NA,509321212,Other old scrap
42193022,NA,509322,Copper and brass scrap
421930221,NA,5093221,No. 1 heavy wire
421930222,NA,5093222,"No. 2 wire, mixed"
421930223,NA,5093223,Yellow brass
421930224,NA,5093224,Other copper and brass scrap
42193023,NA,509323,Lead scrap
NA,NA,5093231,Lead scrap
42193024,NA,509324,Zinc scrap
42193025,NA,509325,Precious metals scrap
42193026,NA,509326,Other nonferrous scrap
421930B,NA,5093B,Recovered paper
42193051,NA,509351,Corrugated
421930511,NA,5093511,Northeast
421930512,NA,5093512,North Central
421930513,NA,5093513,South
421930514,NA,5093514,West
42193052,NA,509352,News
421930521,NA,5093521,Northeast
421930522,NA,5093522,North central
421930523,NA,5093523,South
421930524,NA,5093524,West
42193053,NA,509353,Mixed papers
421930531,NA,5093531,Northeast
421930532,NA,5093532,North central
421930533,NA,5093533,South
421930534,NA,5093534,West
42193054,NA,509354,High grades: pulp substitutes and deinking
421930541,NA,5093541,Northeast
421930542,NA,5093542,North central
421930543,NA,5093543,South
421930544,NA,5093544,West
42193055,NA,509355,Waste paper exports
NA,NA,5093551,Waste paper exports
421930C,NA,5093C,Waste materials other than metal and paper
4219306,NA,50936,Waste rags and textile waste
NA,NA,5093611,Waste rags and textile waste
4219307,NA,50937,Wiping cloths
NA,NA,5093711,Wiping cloths
4219308,NA,50938,"Other waste materials, incl. glass, plastic, oil"
421930811,NA,5093811,Other waste materials and scrap
421930821,NA,5093821,Plastics
421930831,NA,5093831,Glass
421930841,NA,5093841,Oil
421930851,NA,5093851,Rubber
421930SM,NA,5093SM,Other receipts
445110,5411,5411,Grocery stores
445110P,NA,5411P,Primary services
4451103,NA,54113,Supermarkets
445110301,NA,5411301,Meat department
445110302,NA,5411302,Produce department
445110303,NA,5411303,Bakery department
445110304,NA,5411304,Dairy department
445110306,NA,5411306,Frozen foods department
445110307,NA,5411307,Edible grocery department
445110308,NA,5411308,Nonedible grocery department
445110309,NA,5411309,Health and beauty care department
445110311,NA,5411311,General merchandise department
NA,NA,54114,Convenience food stores
NA,NA,5411401,Convenience food (only) stores
NA,NA,5411402,Convenience food/gasoline stores
445110SM,NA,5411SM,Other receipts
NA,5421,5421,Meat and fish (seafood) markets
NA,NA,5421P,Primary services
NA,5431,5431,Fruit and vegetable markets
NA,NA,5431P,Primary services
NA,5441,5441,"Candy, nut, and confectionery stores"
NA,NA,5441P,Primary services
NA,5461,5461,Retail bakeries
311811P,NA,5461P,Primary services
3118110,NA,54611,Retail bakeries
311811SM,NA,5461SM,Other receipts
311811M,NA,5461M,Miscellaneous receipts
311811S,NA,5461S,Secondary services
446191,5499,5499,Miscellaneous food stores
446191P,NA,5499P,Primary services
446191SM,NA,5499SM,Other receipts
