sic_industry,sic_product,sic_title,naics_product
NA,364142,"Fluorescent, hot cathode",33511042
NA,3641421,"Slimline, single pin base, including rapid start",335110421
NA,3641422,"Circular, including rapid start",335110422
NA,3641423,"High output 800 milliamps and over, including power groove, VHO, and SHO",335110423
NA,3641424,"Other fluorescent hot cathode lamps, below 40 watts",335110424
NA,3641425,"Other fluorescent hot cathode lamps, 40 watts and over, including preheat-rapid start",335110425
NA,364143,Miscellaneous electrical discharge,33511043
NA,3641431,Glow,335110431
NA,3641432,General lighting high intensity lamps,335110432
NA,3641433,"Sodium, photo-chemical and other miscellaneous electrical discharge",335110433
NA,3641511,Christmas tree lamps (all types),335110511
NA,36416,Electric lamp components,3351106
NA,3641611,Electric lamp components,NA
NA,3641SM,Secondary products and miscellaneous receipts,335110SM
NA,3641M,Miscellaneous receipts,335110M
NA,3641Z89,Resales,NA
NA,3641S,Secondary products,335110S
NA,3641SS,Secondary products,NA
3643,3643,Current-carrying wiring devices,335931
3643,3643P,Primary products,335931P
3643,36432,Convenience and power outlets (excluding pin and sleeve),3359312
3643,36433,Switches for electrical circuitry,3359313
3643,36434,Metal contacts,3359314
3643,36435,Wire connectors for electrical circuitry,3359315
3643,36436,"Current-carrying wiring devices, nec",3359316
3643,36437,Lampholders,3359317
3643,3643SM,Secondary products and miscellaneous receipts,335931SM
3643,3643M,Miscellaneous receipts,335931M
3643,3643S,Secondary products,335931S
3644,3644,Noncurrent-carrying wiring devices,335932
3644,3644P,Primary products,335932P
3644,36441,Electrical transmission line and utility pole hardware,3359321
3644,3644112,"Pole and transmission line construction materials, commercially available",335932112
3644,3644113,Pole and transmission line anchors,335932113
3644,3644114,"Pole and transmission line construction materials, not commercially available",335932114
3644,3644151,Suspension hardware for high voltage insulators,335932151
3644,36442,Electrical conduit and conduit fittings,3359322
3644,364421,"Electrical conduit, raceways, and wireways",33593221
3644,3644211,"Rigid metal conduit, excluding couplings, nipples, bends and elbows",335932211
3644,364421121,"Steel, standard weights",33593221121
3644,364421199,All other rigid metal conduit,33593221199
3644,3644214,"Nonmetallic conduit, rigid, including plastics",335932214
3644,3644215,Electrical metallic tubing,335932215
3644,3644216,Flexible steel conduit,335932216
3644,3644217,"Flexible nonmetallic conduit, including plastics and liquid-tight",335932217
3644,3644218,"Metal raceways and wireways, including fittings: surface and underfloor",335932218
3644,364421834,Surface,33593221834
3644,364421837,Underfloor,33593221837
NA,3644219,"Metal raceways and wireways, including fittings: ventilated cable trays and accessories",335932219
NA,364428,Electrical conduit fittings,33593228
NA,3644281,"Rigid metal conduit fittings: cast conduit bodies, covers, and gaskets",335932281
NA,3644282,"All other rigid metal conduit fittings, including couplings, nipples, bends, and elbows",335932282
NA,364428253,"Couplings, connectors and unions",33593228253
NA,364428254,Locknuts and bushings,33593228254
NA,364428259,All other rigid metal conduit fittings,33593228259
NA,3644283,"Nonmetallic rigid conduit fittings, including plastics",335932283
NA,3644284,"EMT fittings (couplings and connectors), all types",335932284
NA,364428456,Gland type,33593228456
NA,364428457,Set screw type,33593228457
NA,364428458,All other types,33593228458
NA,3644285,"Service entrance caps, ells, and connectors",335932285
NA,3644286,"Cable, cord, and flexible conduit fittings",335932286
NA,364428611,"Armored cable, metallic sheathed cable, and flexible conduit fittings",33593228611
NA,364428612,Nonmetallic sheathed cable and cord fittings,33593228612
NA,3644287,All other electrical conduit fittings,335932287
NA,36443,All other noncurrent-carrying wiring devices,3359323
NA,364433,"Stamped metal boxes, covers, and accessories, including stamped conduit boxes",33593233
NA,3644331,Stamped metal switch and receptacle boxes,335932331
NA,3644332,Stamped metal outlet boxes,335932332
NA,3644333,Stamped metal covers,335932333
NA,3644334,"Stamped supports, bar hangers and accessories",335932334
NA,364434,"Cast metal boxes, covers, gaskets, and accessories",33593234
NA,3644341,FS and FD switch and receptacle types,335932341
NA,3644342,Outlet type,335932342
NA,3644343,Junction type,335932343
NA,364435,Plastic boxes and covers,33593235
NA,3644357,Plastic boxes and covers,NA
NA,364436,"Switch, outlet, FM/TV, and telephone wall plates",33593236
NA,364436535,Metallic,33593236535
NA,364436536,Nonmetallic,33593236536
NA,364437,All other noncurrent-carrying wiring devices,33593237
NA,3644378,Floor boxes and covers,335932378
NA,3644379,"All other noncurrent-carrying wiring devices, nec",335932379
NA,3644SM,Secondary products and miscellaneous receipts,335932SM
NA,3644M,Miscellaneous receipts,335932M
NA,3644Z89,Resales,NA
NA,3644S,Secondary products,335932S
NA,3643S,Current-carrying wiring devices,335931S
NA,3644SSS,Other secondary products,NA
3645,3645,Residential lighting fixtures,335121
3645,3645P,Primary products,335121P
3645,36451,"Electric residential fixtures, except portable including parts",3351211
3645,36457,Portable electric residential lighting fixtures (incl. parts and accessories),3351213
3645,3645SM,Secondary products and miscellaneous receipts,335121SM
3645,3645M,Miscellaneous receipts,335121M
3645,3645Z89,Resales,NA
3645,3645S,Secondary products,335121S
3645,3645SSS,Secondary products,NA
3646,3646,Commercial lighting fixtures,335122
3646,3646P,Primary products,335122P
3646,36462,"Electric lighting fixtures, commercial and institutional types",3351222
3646,3646201,Incandescent fixtures,335122201
3646,364620111,"Utilitarian and ornamental types, pendant or surface mounted",33512220111
3646,364620115,"Utilitarian and ornamental types, recessed",33512220115
3646,364620118,"Specialized custom types, excluding portable",33512220118
3646,364620119,"Other incandescent fixtures, including portable",33512220119
3646,3646202,Mercury and other high-intensity discharge fixtures,335122202
3646,3646203,"Fluorescent fixtures, except portable",335122203
3646,364620351,Recessed air handling,33512220351
3646,364620353,Recessed non-air handling,33512220353
3646,364620354,Striplights,33512220354
3646,364620355,Ceiling systems,33512220355
3646,364620356,Plastic wraparound,33512220356
3646,364620357,Wall mounted,33512220357
3646,364620358,Surface or pendant,33512220358
3646,364620359,Enclosed and gasketed,33512220359
3646,364620361,Indoor signs,33512220361
3646,364620362,Indoor emergency lighting,33512220362
3646,364620363,All other fluorescent fixtures,33512220363
3646,3646204,"Component or renewal parts for commercial or institutional fixtures, sold separately",335122204
3646,36463,"Electric lighting fixtures, industrial types",3351223
NA,3646305,"General fixtures, except portable",335122305
NA,364630511,Incandescent fixtures,33512230511
NA,364630513,Fluorescent fixtures,33512230513
NA,364630521,Mercury and other high-intensity discharge fixtures,33512230521
NA,3646306,Other industrial fixtures,335122306
NA,364630616,"Incandescent, including portable",33512230616
NA,364630617,"Fluorescent, including portable",33512230617
NA,364630619,Mercury and other high-intensity discharge fixtures,33512230619
NA,3646307,"Components or renewal parts for industrial fixtures, sold separately",335122307
NA,3646SM,Secondary products and miscellaneous receipts,335122SM
NA,3646M,Miscellaneous receipts,335122M
NA,3646S,Secondary products,335122S
NA,3646SS,Secondary products,NA
3647,3647,Vehicular lighting equipment,336321
3647,3647P,Primary products,336321P
3647,36471,Vehicular lighting equipment (excluding bulbs) for all uses,3363211
3647,364711,Motor vehicle lighting equipment,33632111
3647,364712,Other than motor vehicle lighting equipment including fluorescent fixtures,33632112
3647,364713,Component and renewal parts for vehicular lighting equipment,33632113
3647,3647SM,Secondary products and miscellaneous receipts,336321SM
3647,3647M,Miscellaneous receipts,336321M
3647,3647MM,Miscellaneous receipts,NA
3647,3647S,Secondary products,336321S
3648,3648,"Lighting equipment, nec",335129
3648,3648P,Primary products,335129P
3648,36485,Outdoor lighting equipment (including parts and accessories),3351291
3648,36489,"Electric and nonelectric lighting equipment, nec, including hand portable",3351293
3648,3648SM,Secondary products and miscellaneous receipts,335129SM
3648,3648M,Miscellaneous receipts,335129M
3648,3648MM,Miscellaneous receipts,NA
3648,3648S,Secondary products,335129S
3648,3648SS,Secondary products,NA
3651,3651,Household audio & video equipment,334310
3651,3651P,Primary products,334310P
3651,36511,"Radios: home, car, and combination models",3343101
3651,36511C,Automobile radios and tape players,NA
3651,36512,"Television receivers, including combination models",3343102
3651,3651204,"Console and consolette TV receiver, color",NA
3651,365121,Table and portable,NA
3651,3651215,Color TV over 10 inch through 17 inch,NA
3651,3651216,Color TV over 17 inch,NA
3651,3651222,Projection televisions,NA
3651,36514,High fidelity equipment and components,3343103
3651,36514A,"Phonographs, except mechanical",NA
3651,36514B,Consumer high fidelity components,NA
3651,3651426,Power amplifiers,NA
3651,3651427,Other consumer high fidelity components,NA
3651,3651428,Consumer audio/video recorders and players,NA
3651,365142201,"Audio tape recorders and players, cassette",NA
3651,365142204,Other consumer audio/visual recorders & players,NA
3651,3651431,Compact disc players,NA
3651,36515,"Other equipment and accessories, including speakers",3343104
3651,36515A,Loudspeaker systems,NA
3651,3651556,Bookshelf type,NA
3651,3651557,Floor standing,NA
3651,3651568,Other loudspeaker systems,NA
3651,3651554,Loudspeakers sold separately,NA
3651,3651555,Microphones,NA
3651,3651599,Other equipment & accessories,NA
3651,3651SM,Secondary products and miscellaneous receipts,334310SM
3651,3651M,Miscellaneous receipts,334310M
3651,3651Z89,Resales,NA
3651,3651S,Secondary products,334310S
3651,3631S,Household cooking equipment,335221S
3651,3651SSS,Other secondary products,NA
3652,3652,Phonograph records and prerecorded audio tapes and disks,NA
3652,3652P,Primary products,NA
3652,36521,"Phonograph records, compact audio discs, and other audio-encoded disk recordings",NA
3652,365212,"45 RPM phonograph records, except monaural and 12 inch diameter",NA
3652,3652122,"Released for wholesale, retail and/or direct distribution",NA
3652,3652124,Manufactured on a fee or contract basis,NA
3652,365213,"33 1/3 RPM phonograph records, except monaural and non-vinyl",NA
3652,3652131,"Released for wholesale, retail and/or direct distribution",NA
NA,3652135,Manufactured on a fee or contract basis,NA
NA,365215,Compact audio discs (CD's),NA
NA,3652151,"Released for wholesale, retail and/or direct distribution",NA
NA,365215101,Compact disc singles,NA
NA,365215102,Compact disc albums,NA
NA,3652152,Manufactured on a fee or contract basis,NA
NA,3652162,"Other disk records, including laquers and other intermediates",NA
NA,36522,Prerecorded audio cassettes and tapes,NA
NA,3652284,"Cassettes released for wholesale, retail and/or direct distribution, except DAT",NA
NA,365228401,Cassette singles,NA
NA,365228402,Cassette albums,NA
NA,3652288,Manufactured on a fee or contract basis,NA
NA,3652M,Miscellaneous receipts,NA
NA,3652XY9,Contract work and other miscellaneous receipts,NA
3661,3661,Telephone & telegraph apparatus,334210
3661,3661P,Primary products,334210P
3661,36611,Telephone switching and switchboard equipment,3342101
3661,36613,"Carrier line equipment and external modems, except consumer",3342104
3661,36614,Other telephone and telegraph (wire) apparatus,3342107
3661,3661SM,Secondary products and miscellaneous receipts,334210SM
3661,3661M,Miscellaneous receipts,334210M
3661,3661S,Secondary products,334210S
3663,3663,Radio and television broadcasting and communications equipment,334220
3663,3663P,Primary products,334220P
3663,36631,Communications systems and equipment except broadcast,3342201
3663,3663115,"Radio station type, other than cellular",33422011
3663,3663134,Cellular system equipment,33422012
3663,3663179,Other communications systems and equipment,33422013
3663,36632,"Broadcast, studio, and related electronic equipment",3342203
3663,3663SM,Secondary products and miscellaneous receipts,334220SM
3663,3663M,Miscellaneous receipts,334220M
3663,3663S,Secondary products,334220S
3669,3669,"Communications equipment, nec",334290
3669,3669P,Primary products,334290P
3669,36691,"Alarm systems, including electric sirens and horns",3342901
3669,36692,Vehicular and pedestrian traffic control equip. incl. railway signals & attach,3342902
3669,36693,"Intercommunication systems, incl. inductive paging systems",3342903
3669,3669SM,Secondary products and miscellaneous receipts,334290SM
3669,3669M,Miscellaneous receipts,334290M
3669,3669S,Secondary products,334290S
3671,3671,"Electron tubes, all types",334411
3671,3671P,Primary products,334411P
3671,36711,Receiving tubes except cathode ray,NA
3671,3671151,Receiving type electron tubes,NA
3671,36712,Cathode ray television picture tubes,NA
3671,3671211,"Color television tubes, 25"" and under, new and rebuilt",NA
3671,3671212,"All other CRT's incl. color television tubes 26"" and greater, new and rebuilt",NA
3671,36713,"Transmitting, power and special purpose tubes",3344113
3671,3671301,Power and special purpose tubes,NA
3671,367130121,Thyratrons and other gas and vapor tubes,NA
3671,367130131,Klystrons,NA
3671,367130145,Magnetrons,NA
3671,367130151,Forward and backward wave tubes,NA
3671,3671302,Light sensing tubes,NA
3671,367130276,Photomultipliers and other light sensing devices,NA
3671,3671303,Light emitting devices,NA
3671,367130379,Storage tubes,NA
3671,367130385,Industrial and military cathode ray tubes,NA
3671,3671305,Miscellaneous special purpose tubes,NA
3671,36715,Tube parts except glass blanks,3344115
3671,3671SM,Secondary products and miscellaneous receipts,334411SM
3671,3671M,Miscellaneous receipts,334411M
3671,3671S,Secondary products,334411S
3671,3679S,"Electronic components, nec",NA
3672,3672,Printed circuit boards,334412
3672,3672P,Primary products,334412P
3672,36721,Printed circuit boards,NA
3672,3672SM,Secondary products and miscellaneous receipts,334412SM
3672,3672M,Miscellaneous receipts,334412M
3672,3672S,Secondary products,334412S
3674,3674,Semiconductors and related devices,334413
3674,3674P,Primary products,334413P
3674,36741,Integrated circuits,3344131
NA,36741A,Digital monolithic integrated circuits,3344131A
NA,36741A1,MOS memory devices,3344131A1
NA,36741A101,DRAM (dynamic random access memory),3344131A101
NA,36741A109,Other MOS memory devices,3344131A109
NA,36741A2,Other digital MOS integrated circuits,3344131A2
NA,36741A201,Microprocessors,3344131A201
NA,36741A209,All other digital MOS integrated circuits,3344131A209
NA,36741A9,"Other digital integrated circuits, including bipolar and nonsilicon",3344131A9
NA,36741C,Hybrid integrated circuits,3344131C
NA,36741D,"Non-digital monolithic integrated circuits (e.g., linear, analog)",3344131D
NA,36742,Transistors,3344132
NA,36743,Diodes and rectifiers (other than LEDs),3344133
NA,36749,Other semiconductor devices and parts,3344139
NA,3674901,Other finished semiconductor devices,334413901
NA,3674902,Dice and wafers,334413902
NA,3674909,Parts and other semifinished devices,334413909
NA,3674SM,Secondary products and miscellaneous receipts,334413SM
NA,3674M,Miscellaneous receipts,334413M
NA,3674XY9,Contract work and other miscellaneous receipts,NA
NA,3674Z89,Resales,NA
NA,3674S,Secondary products,334413S
NA,3674SSS,Other secondary products,NA
NA,3679S,"Electronic components, nec",NA
3675,3675,Capacitors for electronic circuitry,334414
3675,3675P,Primary products,334414P
3675,367511,Capacitors for electronic circuitry,33441411
3675,3675SM,Secondary products and miscellaneous receipts,334414SM
3675,3675M,Miscellaneous receipts,334414M
3675,3675S,Secondary products,334414S
3675,3675SS,Other secondary products,NA
3676,3676,Electronic resistors,334415
3676,3676P,Primary products,334415P
3676,367611,"Fixed, surface mounted, excluding carbon types",33441511
3676,367612,"Fixed, having two leads, excluding carbon types",33441512
3676,367613,"Resistor networks, having more than two leads",33441513
3676,367614,"Variable, non-wirewound",33441514
3676,367615,"Nonlinear resistors, including thermistors and varistors",33441515
3676,367619,"Resistor parts and other resistors, incl fixed carbon and wirewound variable",33441519
3676,3676SM,Secondary products and miscellaneous receipts,334415SM
3676,3676M,Miscellaneous receipts,334415M
3676,3676S,Secondary products,334415S
3677,3677,"Electronic coils, transformers, and other inductors",334416
3677,3677P,Primary products,334416P
3677,36771,"Electronic coils, transformers, and other inductors",3344161
3677,3677SM,Secondary products and miscellaneous receipts,334416SM
3677,3677M,Miscellaneous receipts,334416M
3677,3677S,Secondary products,NA
3678,3678,Electronic connector manufacturing,334417
3678,3678P,Primary products,334417P
3678,36781,Coaxial (RF) connectors,3344171
3678,36782,Cylindrical connectors,3344172
3678,36783,Rack and panel connectors (rectangular),3344173
3678,36784,Printed circuit connectors,3344174
3678,36785,"Other connectors, including parts",3344175
3678,3678SM,Secondary products and miscellaneous receipts,334417SM
3678,3678M,Miscellaneous receipts,334417M
3678,3678MM,Miscellaneous receipts,NA
3678,3678S,Secondary products,334417S
3678,3678SS,Secondary Products,NA
3679,3679,"Electronic components, nec",NA
3679,3679P,Primary products,NA
3679,3679A,"Crystals, filters, piezoelectric, and related devices, except microwave filters",3344191
3679,3679B,"Microwave components and devices, except antennae, tubes, and semiconductors",3342207
3679,3679C,"Transducers, electrical/electronic input or output, nec",3344194
3679,3679D,"Switches, mechanical, for electronic circuitry",3344197
3679,3679E,"Printed circuit assemblies (loaded boards, subassemblies, & modules)",334418A
3679,3679E01,Computer and peripheral printed circuit assemblies,334418A1
3679,3679E02,Communications printed circuit assemblies,334418A2
3679,3679E03,Other printed circuit assemblies,334418A3
3679,3679F,"Other electronic components, nec",NA
3679,3679M,Miscellaneous receipts,NA
3679,3679XY9,Contract work and other miscellaneous receipts,NA
3679,3679Z89,Resales,NA
NA,3679S,Secondary products,NA
NA,3679SS,Secondary products,NA
3691,3691,Storage batteries,335911
3691,3691P,Primary products,335911P
3691,36913,"Lead acid type, BCI dimensional size group 8D or smaller",3359113
3691,36914,"Lead acid type, larger than BCI dimensional size group 8D",3359114
3691,36915,"Storage batteries, execept lead acid, including parts for all storage batteries",3359115
3691,3691SM,Secondary and miscellaneous receipts,335911SM
3691,3691M,Miscellaneous receipts,335911M
3691,3691MM,Miscellaneous receipts,335911MM
3691,3691S,Secondary products,335911S
3691,3691SS,Secondary products,335911SS
3692,3692,"Primary batteries, dry and wet",335912
3692,3692P,Primary products,335912P
3692,36929,"All primary batteries, dry and wet",3359129
3692,3692SM,Secondary products and miscellaneous receipts,335912SM
3692,3692M,Miscellaneous receipts,335912M
3692,3692S,Secondary products,335912S
3694,3694,Electrical equipment for internal combustion engines,NA
3694,3694P,Primary products,NA
3694,36941,Ignition harness and cable sets,3363221
3694,36942,"Battery charging alternators, generators, and regulators",3363223
3694,36943,Starting motors (engine cranking),3363225
3694,36944,Spark plugs,NA
3694,36945,"Complete electrical &/or electronic equip for internal combustion engine, nec",3363229
3694,36946,Parts for engine electrical and/or electronic equipment,336322A
3694,3694M,Miscellaneous receipts,NA
3694,3694S,Secondary products,NA
3694,3694SS,Secondary products,NA
3695,3695,Magnetic and optical recording media,334613
3695,3695P,Primary products,334613P
3695,36951,Tape,3346131
3695,3695101,Audio range tape,NA
3695,3695102,Computer tape,33461311
3695,3695106,Video tape cassettes,NA
3695,369510601,8mm and 1/2 inch video tape cassettes,NA
3695,36952,Flexible magnetic disks,NA
3695,3695201,3 1/2 inch and other flexible disks less than 5 1/4 inches,NA
3695,3695202,Flexible disks 5 1/4 inches and larger,NA
3695,36953,Rigid (hard) magnetic disks,33461322
3695,3695301,3 1/2 inch and other rigid (hard) disks less than 5 1/4 inches,NA
3695,3695302,5 1/4 inch and larger rigid (hard) disks less than 8 inches,NA
3695,3695303,"Rigid (hard) disks, 8 inches and larger",NA
3695,36954,"Optical disks, blank",33461321
3695,3695SM,Secondary products and miscellaneous receipts,334613SM
3695,3695M,Miscellaneous receipts,334613M
3695,3695S,Secondary products,334613S
3699,3699,"Electronic and electrical equipment and supplies, nec",NA
3699,3699P,Primary products,NA
3699,3699A,"Electrical products, nec (excluding garage door openers)",NA
3699,36991,"Electronic teaching, training, & simulation machines and aids, incl. kits",3333197
3699,36992,"Laser systems and equipment, except communication, medical & surveying types",NA
3699,36995,Ultrasonic equipment (except medical and dental),335999A
3699,36996,Appliance wire and flexible cord sets,NA
3699,36999,"Electronic sys. & equip., nec (incl auto. garage door opener & amplifier)",335999C
3699,3699M,Miscellaneous receipts,NA
3699,3699XY9,Contract work and other miscellaneous receipts,NA
3699,3699Z89,Resales,NA
3699,3699S,Secondary products,NA
3711,3711,Motor vehicles and passenger car bodies,336110
3711,3711P,Primary products,336110P
3711,37111,Passenger cars and chassis,3361101
3711,3711111,Passenger cars,NA
3711,37113,Buses and fire department vehicles,NA
3711,37113A,Buses,NA
3711,37113B,Fire department vehicles,33612032
3711,37116,"Trucks, truck tractors and truck chassis: 10,000 lbs. and less",3361102
3711,37117,"Trucks, truck tractors and truck chassis: 10,001 to 19,500 lbs",NA
3711,37118,"Trucks, truck tractors and truck chassis: 19,501 to 33,000 lbs",NA
3711,3711811,"19,501 to 26,000 lbs",NA
3711,3711812,"26,001 to 33,000 lbs",NA
3711,37119,"Trucks, truck tractors and truck chassis: 33,001 lbs. or more",3361202
3711,3711SM,Secondary products and miscellaneous receipts,336110SM
NA,3711M,Miscellaneous receipts,336110M
NA,3711Z89,Resales,NA
NA,3711S,Secondary products,336110S
NA,3711SSS,Other secondary products,NA
NA,3713S,Truck and bus bodies,336211S
3713,3713,Truck and bus bodies,336211
3713,3713P,Primary products,336211P
3713,37131,"Truck, bus, and other vehicle bodies (sold separately)",3362111
3713,3713133,Dump truck bodies,NA
3713,3713139,Refuse and garbage (packer type),NA
3713,3713147,Van bodies,NA
3713,3713159,Other vehicle bodies,NA
3713,37132,Complete vehicles produced on purchased chassis,3362113
3713,37132A,Emergency vehicles,NA
3713,37132D,Other complete vehicles,NA
3713,3713SM,Secondary products and miscellaneous receipts,336211SM
3713,3713M,Miscellaneous receipts,336211M
3713,3713MM,Miscellaneous receipts,NA
3713,3713S,Secondary products,336211S
3713,3713SS,Secondary products,NA
3714,3714,Motor vehicle parts and accessories,NA
3714,3714P,Primary products,NA
3714,3714A,Rebuilt parts,NA
3714,37142,"Gasoline engines and gasoline engine parts, new",3363121
3714,3714201,"Gasoline engines, new",NA
3714,3714261,"Radiators, complete or parts, including thermostats",33639974
3714,3714299,"All other parts and accessories for gasoline engines, new",NA
3714,37144,"Filters, new",3363991
3714,37145,"Exhaust system parts, new",3363993
3714,3714503,Catalytic converters,NA
3714,3714504,Mufflers and pipes,NA
3714,37146,"Drive train components, new, except wheels and brakes",3363501
3714,371461,"Transmissions and transmission parts, except auxiliary",NA
3714,3714613,Transmission parts,33635013
3714,3714614,Complete transmissions,33635011
3714,3714635,Axles and axle parts,33635014
3714,3714699,Other drivetrain components,33635015
3714,37147,"Motor vehicle wheels, new",3363995
3714,37148,"Brake parts and assemblies, new",3363401
3714,371482,"Drum brake assemblies and parts, including shoes",33634012
3714,371483,"Disc brake assemblies and parts, including linings",33634013
3714,371484,"Other brake parts, including cylinders, actuation units, & valves",33634011
3714,37149,"All other motor vehicle parts and accessories, new",NA
3714,3714901,"Bumper assemblies, bumpers, and parts",33639971
3714,371492,Steering and suspension equipment,3363301
3714,3714921,"Steering wheels, columns, & gearboxes",33633014
3714,3714925,Shock absorbers,33633011
3714,3714927,"Steering idler arms, drag links, and control arms",33633013
3714,3714929,"Other steering and suspension equipment, including ball joints and tie rod ends",33633016
3714,3714931,Airbag assemblies and parts,33639976
3714,3714999,All other parts and accessories,33639977
3714,3714M,Miscellaneous receipts,NA
3714,3714MMM,Miscellaneous receipts,NA
3714,3714S,Secondary products,NA
3714,3714SSS,Secondary products,NA
3715,3715,Truck trailers,336212
3715,3715P,Primary products,336212P
3715,37151,"Truck trailers and chassis (10,000 lbs per axle and over)",3362121
3715,37151A,Vans,NA
3715,371511,Closed top vans,NA
3715,3715114,"Drop-frame (12"" drop or more), all material types",NA
3715,3715116,"All other closed-top dry freight vans, all material types",NA
3715,371512,Open top vans,NA
3715,37151B,Tank trailers,NA
3715,3715121,Tanks for flammable liquids (except casing head transport),NA
3715,3715124,"All other tank trailers, including non-coated for chemicals and acids",NA
3715,37151C,"Detachable trailers, dollies and converter gear",NA
3715,37151D,"Complete trailer units (10,000 lbs. per axle and over), except vans and tanks",NA
3715,3715141,Low-bed heavy haulers,NA
3715,37151411,"Low bed heavy haulers, less than 40 ton capacity",NA
3715,37151412,"Low bed heavy haulers, 40 ton or more capacity",NA
3715,3715142,"Bulk commodity and dry materials, including pneumatic and mechanical discharge",NA
3715,3715143,"Dump trailers and chassis, highway type",NA
NA,3715146,Platform trailers,NA
NA,3715149,"Other trailer units, except detachable",NA
NA,37152,"Truck trailers and chassis, under 10,000 lbs. per axle",3362123
NA,371522,"Other truck trailers, under 10,000 lbs per axle",NA
NA,3715SM,Secondary products and miscellaneous receipts,336212SM
NA,3715M,Miscellaneous receipts,336212M
NA,3715S,Secondary products,336212S
NA,3713S,"Truck and bus bodies, sold separately",336211S
NA,3714S,Motor vehicle parts and accessories,NA
NA,3715SSS,Other secondary products,NA
3716,3716,Motor homes built on purchased chassis,336213
3716,3716P,Primary products,336213P
3716,3716101,Conventional (type A),336213101
3716,3716102,Other motor homes,336213102
3716,3716SM,Secondary products and miscellaneous receipts,336213SM
3716,3716M,Miscellaneous receipts,336213M
3716,3716S,Secondary products,336213S
3716,3716SS,Secondary products,NA
3721,3721,Aircraft,336411
3721,3721P,Primary products,336411P
3721,37211,Complete military aircraft (U.S. and any other aircraft built to military specifications),NA
3721,37215,Complete civilian aircraft,3364113
3721,372151,Fixed wing powered (single and multiengine),NA
3721,3721512,"4,405 lbs. (2,000 kg.) unladen weight or less",NA
3721,3721513,"Unladen weight exceeding 4,405 lbs (2,000 kg.)",NA
3721,372153,"Rotary wing (helicopters, autogiros)",NA
3721,3721532,"4,405 lbs. (2,000 kg.) unladen weight or less",NA
3721,37217,"Modifications, conversions, and overhaul of previously accepted aircraft",3364115
3721,3721711,For military customers,NA
3721,3721721,For civilian customers,NA
3721,37218,Aeronautical services on complete aircraft,3364117
3721,372182,On civilian aircraft,NA
3721,3721822,All other aeronautical services,NA
3721,3721SM,Secondary products and miscellaneous receipts,336411SM
3721,3721M,Miscellaneous receipts,336411M
3721,3721S,Secondary products,336411S
3721,3721SSS,Other secondary products,NA
3721,3728S,"Aircraft equipment, not elsewhere classified",336413S
3724,3724,Aircraft engines and engine parts,336412
3724,3724P,Primary products,336412P
3724,37241,Aircraft engines for military aircraft,3364121
3724,3724112,Aircraft engines for military aircraft,NA
3724,37242,Aircraft engines for civilian aircraft,3364123
3724,3724211,"Reciprocating, turbojet, and turbofan aircraft engines",NA
3724,3724213,Turboshaft (turboprop) and other engines excluding missile & space engines,NA
3724,37243,Aeronautical services on aircraft engines,3364125
3724,372433,All other aeronautical services on aircraft engines,NA
3724,3724333,All other aeronautical services on aircraft engines for civilian aircraft,NA
3724,37244,Aircraft engine parts and accessories,3364127
3724,372441,Aircraft engines parts/accessories for military aircraft engines,NA
3724,3724411,For reciprocation or rotary internal combustion engines,NA
3724,3724412,For all other aircraft engines,NA
3724,372442,Aircraft engines parts/accessories for civilian aircraft engines,NA
3724,3724421,For reciprocating or rotary internal combustion engines,NA
3724,3724422,For all other aircraft engines,NA
3724,3724SM,Secondary products and miscellaneous receipts,336412SM
3724,3724M,Miscellaneous receipts,336412M
3724,3724S,Secondary products,336412S
3724,3511S,Turbines and turbine generator sets,333611S
3724,3724SSS,Other secondary products,NA
3728,3728,"Aircraft parts and equipment, nec",336413
3728,3728P,Primary products,336413P
3728,37282,"Aircraft parts, excluding propellers, rotors, and fluid power subassemblies",3364132
3728,37283,Receipts from research and development on aircraft parts,3364133
3728,37284,Aircraft hydraulic and pneumatic subassemblies,3364134
3728,37286,Aircraft propellers and helicopter rotors,3364136
3728,3728SM,Secondary products and miscellaneous receipts,336413SM
3728,3728M,Miscellaneous receipts,336413M
3728,3728S,Secondary products,336413S
3728,3728SSS,Secondary products,NA
3731,3731,Ship building and repairing,336611
3731,3731P,Primary products,336611P
3731,37311,"Nonpropelled ships, new, U.S. military and nonmilitary",3366111
NA,3731111,Hopper barges,336611111
NA,3731112,Tank barges,336611112
NA,3731113,Covered cargo barges,336611113
NA,3731114,Deck barges,336611114
NA,3731115,Dredges,336611115
NA,3731116,Floating docks,336611116
NA,3731117,Drilling/production platforms,336611117
NA,3731119,"Other nonpropelled ships, new, U.S. military and nonmilitary",336611119
NA,37312,"Self-propelled ships, new, U.S. military",3366112
NA,3731211,"Self-propelled ships, new, U.S. military",336611211
NA,37313,"Self-propelled ships, new, nonmilitary",3366113
NA,3731315,"Passenger ships, including yachts 65ft.or more in length requiring a profession",336611315
NA,3731317,Ferry ships,336611317
NA,3731321,"Dry cargo ships, container ships, and trailer ships (roll on/roll off)",336611321
NA,3731326,Tankers,336611326
NA,3731331,Commercial fishing vessels,336611331
NA,3731333,Offshore supply and survey vessels,336611333
NA,3731334,Tugboats and towboats,336611334
NA,3731339,Other self-propelled nonmilitary ships,336611339
NA,37314,"Ship repair, conversion, reconversion, U.S. military",3366114
NA,3731411,Conversions and reconversions,336611411
